input,stem,mode,mode_label,circuit_type,circuit_type_label,max_iter,error,exe,return_code,success,timed_out,result_dir,circuit_file,fitted_touchstone,error_order_file,generated_files,stdout,stderr,script_file,elapsed_s
C:\Users\sh3qm\code\ibis_comparison\results\sparam_bbs_quality_tuning_v1_2026-06-17\channels\Ch10_35_5F3N_f4_6affb031\bbs\clean\passivity2\hspice\Ch10_35_5F3N_f4.s4p,Ch10_35_5F3N_f4,passivity2,Passivity mode II,hspice,HSPICE Compatible,200,0.02,C:\Cadence\Sigrity2024.1\tools\bin\BroadbandSPICE.exe,-998,False,True,C:\Users\sh3qm\code\ibis_comparison\results\sparam_bbs_quality_tuning_v1_2026-06-17\channels\Ch10_35_5F3N_f4_6affb031\bbs\clean\passivity2\hspice\BBSResult_Ch10_35_5F3N_f4,,,,,,BroadbandSPICE extraction timed out after 90 s,,90.62456330000714
