case,hspice_return_code,hspice_tr0,hspice_lis,points,stop_ns,tx_min_v,tx_max_v,rx_min_v,rx_max_v,tx_low_v,tx_active_v,tx_threshold_v,rx_low_v,rx_active_v,rx_threshold_v,tx_rise50_ns,rx_rise50_ns,tx_fall50_ns,rx_fall50_ns,rx_minus_tx_rise50_ps,rx_minus_tx_fall50_ps,lis_delay_estimate_s,lis_mentions_passive
audit_amp1p5_edge5_r50,0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch9_33_8F_t/hspice_native/audit_amp1p5_edge5_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch9_33_8F_t/hspice_native/audit_amp1p5_edge5_r50_hspice.lis,546,35.0,-0.05192086,0.8527362,3.045137e-79,0.6807925,1.659154e-79,0.799038,0.399519,2.516496e-78,0.6636701,0.33183505,1.003409837999313,13.604018525086413,9.003924878736864,21.591652417100196,12600.6086870871,12587.727538363331,1.2439e-08,True
audit_amp1p5_edge50_r50,0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch9_33_8F_t/hspice_native/audit_amp1p5_edge50_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch9_33_8F_t/hspice_native/audit_amp1p5_edge50_r50_hspice.lis,404,35.0,-0.04516573,0.83406,3.271721e-79,0.6806956,1.659154e-79,0.7948767,0.39743835,2.516496e-78,0.6644145,0.33220725,1.0258758619716166,13.615911014690711,9.025481907019113,21.622035957676616,12590.035152719096,12596.5540506575,1.2439e-08,True
audit_amp1p5_edge500_r50,0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch9_33_8F_t/hspice_native/audit_amp1p5_edge500_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch9_33_8F_t/hspice_native/audit_amp1p5_edge500_r50_hspice.lis,299,35.0,-0.004339479,0.8046847,3.143e-79,0.6803104,1.659154e-79,0.79054895,0.395274475,2.516496e-78,0.6662839,0.33314195,1.2687963555402135,13.866477981448453,9.267849268095551,21.883039455262818,12597.681625908239,12615.190187167267,1.2439e-08,True
