file,format,signal,samples,t_start_ns,t_end_ns,v_min,v_max,level_low,level_high,crossing_phase_ui,phase_ui,auto_phase_target,center_x,skip_ui,n_ui,ui_s,eye_slices,eye_height_mV,eye_width_ps,v_eye_high,v_eye_low,rise_time_ps,fall_time_ps,overshoot_mV,undershoot_mV,overshoot_pct,undershoot_pct
.\results\prbs_rlgc_clean_2026-05-10\ngspice\tb_clean_prbs_rlgc_ngspice.raw,ngspice,v(n10b),100884,0.0,1000.0000000000001,-0.008225306461753902,1.5404863042381678,-0.005958066749494152,1.5358899890295203,,0.0,,True,10,1,5e-09,190,1064.2173609740491,5000.0,1.5291811169611094,0.4649637559870604,1034.3710684416158,322.79961942879635,4.59631520864745,2.2672397122597503,0.2981042905894625,0.14704689633728102
