case_id,reference,source,deck,tr0,lis
short_pulse_1p5ns_high,hspice_native_ibis,run,results\io_buf_two_state_gate_model_2026-06-30\cases\short_pulse_1p5ns_high\hspice_native_ibis\short_pulse_1p5ns_high_hspice_native_ibis.sp,results\io_buf_two_state_gate_model_2026-06-30\cases\short_pulse_1p5ns_high\hspice_native_ibis\short_pulse_1p5ns_high_hspice_native_ibis.tr0,results\io_buf_two_state_gate_model_2026-06-30\cases\short_pulse_1p5ns_high\hspice_native_ibis\short_pulse_1p5ns_high_hspice_native_ibis.lis
