model_name,c_comp_pf,original_score,runtime_zero_score,full_zero_score,improvement_fullzero_vs_original,improvement_fullzero_vs_runtimezero,orig_rise_rms_v,orig_fall_rms_v,orig_rise_dt_ns,orig_fall_dt_ns,runtime_zero_rise_rms_v,runtime_zero_fall_rms_v,runtime_zero_rise_dt_ns,runtime_zero_fall_dt_ns,full_zero_rise_rms_v,full_zero_fall_rms_v,full_zero_rise_dt_ns,full_zero_fall_dt_ns,plot_file
ptc_i3c_std,13.61875082115405,0.43875463007725035,0.4669038186720883,0.4496725848354924,-0.010917954758242032,0.017231233836595916,0.20792796334126973,0.16967617065594423,7.30409446460062,-5.876144298053475,0.19384720092815425,0.18546032481002336,6.82921669224039,-6.383623332255013,0.21324059934168596,0.1622799713596887,7.277657598002005,-5.770365468767011,ptc_i3c_std_fullzero_compare.png
io_vrefh10_slctrl,8.72064606639013,0.1213106604002494,0.25480930271966973,0.08866912830852902,0.03264153209172038,0.1661401744111407,0.0497739501431641,0.05027046029870118,0.272653902464441,-0.08046851485239692,0.04932792923957276,0.0985288372811275,-0.01910476643500658,-0.3804685148512146,0.04970480753117592,0.04059565533754422,0.29112369521354253,-0.03558549122744914,io_vrefh10_slctrl_fullzero_compare.png
io_vrefh10_std,8.72064606639013,0.10633031698299145,0.24413835826341357,0.09350037391437871,0.012829943068612737,0.15063798434903486,0.05978107286539667,0.05255911627366967,0.04977196813869078,-0.43316069317282935,0.06810726711591004,0.10308932913682259,-0.23331421268275143,-0.7307179047383334,0.058827829468881356,0.04288703567299427,0.022377653483600213,-0.39333517806111384,io_vrefh10_std_fullzero_compare.png
io_vrefh5_std,4.850306698388732,0.07257277081005231,0.15276499742396465,0.08056124626260464,-0.007988475452552324,0.07220375116136002,0.02305715690014678,0.01819612901897134,0.044670698953439114,-0.13093353369072602,0.04240999039215713,0.07951914898230505,-0.18647548785846624,-0.3663633138372724,0.02066031726266763,0.009103131531376834,0.013118228728885128,-0.12772075887494694,io_vrefh5_std_fullzero_compare.png
io_zxover_std,3.179356808695557,0.07895990937791209,0.09521999678954096,0.08323545478987926,-0.004275545411967174,0.011984541999661702,0.02448308926498933,0.014950206070016205,0.0128659378596776,-0.1786833138378725,0.0359922640454552,0.04896606562124052,-0.1421152726838475,-0.33120428319129047,0.024482912989363143,0.012812971858769891,0.014854501063011227,-0.17732586880098467,io_zxover_std_fullzero_compare.png
io_dig_slctrl,2.464740719258078,0.030872411059609917,0.07431603082622262,0.018860808305476984,0.012011602754132933,0.05545522252074564,0.0009717558737713381,0.013341295111947284,0.014593107724479637,-0.18674544574343965,0.0012740412947053574,0.03849972858846064,-0.10316757387121811,-0.30837437978766413,0.0009318154065576888,0.00973085881120013,0.014564820285031033,-0.1886458687956738,io_dig_slctrl_fullzero_compare.png
