model,corner,ku_off,ku_on,kd_off,kd_on,pu_on_delay_ns,pu_off_delay_ns,pd_on_delay_ns,pd_off_delay_ns,pu_on_tau_ns,pu_off_tau_ns,pd_on_tau_ns,pd_off_tau_ns,interrupt_window_ns,pwl_reconstruction_rmse_max,pwl_reconstruction_max_error_max,directional_reconstruction_rmse_max,directional_reconstruction_max_error_max,directional_residual_reconstruction_rmse_max,directional_residual_reconstruction_max_error_max,kd_rate_gain_ns,pwl_table_gate,directional_table_gate,directional_residual_table_gate,normal_table_gate
io_buf,Typical,0.0019405931589629184,0.9957845342395288,0.0010957483395911008,0.9986107960552464,1.301921625041659,0.4398580533967445,2.4798102544827114,1.443205278991866,1.2844495834781395,0.36311155305263615,0.27496289583913525,0.23728160091864137,2.1,0.05584260035390369,0.2046719107130202,0.030809587042128023,0.07389413148929669,0.019939476954818187,0.04868515162141093,0.00023869148148216097,FAIL,FAIL,PASS,PASS
