file,format,signal,samples,t_start_ns,t_end_ns,v_min,v_max,level_low,level_high,fold_mode,crossing_phase_ui,phase_ui,auto_phase_target,center_x,skip_ui,n_ui,ui_s,eye_slices,eye_height_mV,eye_width_ps,v_eye_high,v_eye_low,rise_time_ps,fall_time_ps,overshoot_mV,undershoot_mV,overshoot_pct,undershoot_pct
ngspice_refspice\tb_refspice_prbs7_new50ohm_batch.raw,ngspice,v(n10b),100973,0.0001,1000.0000000000001,-0.02100403347120776,1.5165650946688731,-0.011043600536507074,1.5144614507866747,clock,,0.0,,False,10,2,5e-09,188,296.4027223891815,2617.5,0.83041946291186,0.5340167405226784,932.1248056482256,167.68550424292295,2.103643882198414,9.960432934700686,0.13789819183973007,0.6529269061456909
