channel_id,source,source_family,validation_split,channel_path,relative_path,ports,points,f_min_hz,f_max_hz,inventory_dominant_path,max_low_freq_start_hz,low_freq_coverage_ok,low_freq_coverage_ratio,min_frequency_points,frequency_point_count_ok,high_fmax_hz,sampled_max_sv,sampled_max_sv_freq_hz,sampled_is_passive,qualification_profile,combined_rx_shape_degradation_v,candidate,candidate_family,stage,fit_source,use_scope,view_role,dominant_path,delay_estimate_ns,delay_equalized,delay_estimator_source,delay_step_threshold_ns,delay_impulse_peak_ns,delay_group_delay_median_ns,delay_candidate_sources,basis_order,ring_basis_count,reflection_basis_count,dc_gain_to_load,reduced_fit_objective,spice_file,fit_warnings,edge5_fit_rx_active_rmse_v,edge5_fit_rx_active_maxabs_v,edge50_fit_rx_active_rmse_v,edge50_fit_rx_active_maxabs_v,edge500_fit_rx_active_rmse_v,edge500_fit_rx_active_maxabs_v,fit_complex_rms,fit_complex_max,fit_mag_db_rms_above_m40,fit_mag_db_max_above_m40,fit_phase_deg_rms_above_m40,fit_phase_deg_max_above_m40,fit_group_delay_rms_ps,fit_group_delay_max_ps,model_order,pole_count_array,is_passive,passivity_violation_bands_hz,max_sv_input_samples,max_sv_input_samples_freq_hz,max_sv_high,max_sv_high_freq_hz,sv_at_high_fmax,rx_group_delay_rms_ps,rx_group_delay_std_ps,rx_delayeq_group_delay_rms_ps,rx_delayeq_group_delay_std_ps,rx_fit_complex_rms,rx_fit_complex_max,rx_fit_mag_db_rms_above_m40,rx_fit_mag_db_max_above_m40,rx_fit_phase_deg_rms_above_m40,rx_fit_phase_deg_max_above_m40,rx_fit_group_delay_rms_ps,rx_fit_group_delay_max_ps,reflection_fit_complex_rms,reflection_fit_complex_max,reflection_fit_mag_db_rms_above_m40,reflection_fit_mag_db_max_above_m40,reflection_fit_phase_deg_rms_above_m40,reflection_fit_phase_deg_max_above_m40,reflection_fit_group_delay_rms_ps,reflection_fit_group_delay_max_ps,math_pass,math_fail_reasons,ngspice_pass,ngspice_cases,ngspice_cases_passed,max_voltage_shape_score_v,max_rx_voltage_shape_score_v,max_tx_voltage_shape_score_v,threshold_delay_confidence_low_cases,rx_threshold_delay_confidence_low_cases,tx_threshold_delay_confidence_low_cases,threshold_delay_confidence_low_reasons,ngspice_fail_reasons,trust_class,trust_fail_reasons,trust_warn_reasons,rx_voltage_shape_class,rx_voltage_shape_fail_reasons,rx_voltage_shape_warn_reasons,rx_timing_class,rx_timing_fail_reasons,rx_timing_warn_reasons,rx_trust_class,rx_fail_reasons,rx_warn_reasons,rx_ready_status_candidate,reflection_trust_class,reflection_fail_reasons,reflection_warn_reasons,full_model_trust_class,full_model_fail_reasons,full_model_warn_reasons,independent_score,rx_independent_score,reflection_independent_score,full_model_independent_score,selected,rx_selected,reflection_selected,full_model_selected,fit_error
Ch2_12_5F3N_f1_3378b0a3,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f1.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6152760456049226,48281593750.0,True,fast_calibration,0.002,reduced_4p_rx_dominant_delay_rc,reduced_4p_rx_dominant_delay_rc,touchstone_time_fit,touchstone_time_domain,matched_50ohm_rx_through,rx_through,S31,5.601577264153386,False,step_threshold,5.601577264153386,2.9899999999999998,,step_threshold:5.60157726415;impulse_peak:2.99,8,0,0,-0.000924113987897708,2.299112471029543e-05,results/sparam_rx_trust_v2_2026-06-11/channels/Ch2_12_5F3N_f1_3378b0a3/models/reduced_4p_rx_dominant_delay_rc/Ch2_12_5F3N_f1_3378b0a3_reduced_4p_rx_dominant_delay_rc.sp,,6.964121856050992e-05,0.00037871734645981265,6.866616547007348e-05,0.0003751163830737872,6.211053931114523e-05,0.000330968845019898,0.0006817850054540888,0.0017043652606861279,nan,nan,nan,nan,nan,nan,9,9,True,[],0.0009187958241675123,10000000.0,0.000924113987897708,0.0,1.2018012012024372e-05,nan,nan,nan,nan,0.0006817850054540888,0.0017043652606861279,nan,nan,nan,nan,nan,nan,0.30192135472594905,0.5597136327564681,587.3716204795716,594.9593177,98.72356083232935,180.0,1221.1321454687072,11047.74786068401,True,,True,12,12,0.001322685571199632,0.001322685571199632,2.337778817743968e-17,12,12,0,rx_low_swing,,WARN,,reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,WARN,,rx_settling_margin,WARN,,rx_group_delay_metric_missing;rx_low_swing_metric_floor;rx_threshold_delay_confidence_low,WARN,,rx_settling_margin;rx_group_delay_metric_missing;rx_low_swing_metric_floor;rx_threshold_delay_confidence_low,WARN,FAIL,reflection_complex_rms_error;reflection_group_delay_error;reflection_magnitude_db_error,,WARN,,not_general_multiport_model;reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.013714053562574052,0.013714053562574052,0.30282135472594907,0.013714053562574052,True,True,False,False,
Ch2_12_5F3N_f1_3378b0a3,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f1.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6152760456049226,48281593750.0,True,fast_calibration,0.002,reduced_4p_rx_delayeq_rc_ring,reduced_4p_rx_delayeq_rc_ring,touchstone_time_fit,touchstone_time_domain,matched_50ohm_rx_through,rx_through,S31,4.295788632076693,True,median_step_impulse_group_delay,5.601577264153386,2.9899999999999998,,step_threshold:5.60157726415;impulse_peak:2.99,8,15,0,-0.000987350140497535,1.9351373354599227e-06,results/sparam_rx_trust_v2_2026-06-11/channels/Ch2_12_5F3N_f1_3378b0a3/models/reduced_4p_rx_delayeq_rc_ring/Ch2_12_5F3N_f1_3378b0a3_reduced_4p_rx_delayeq_rc_ring.sp,,2.489522384963184e-05,0.0003310016626948607,2.2797493181544298e-05,0.0002448543723047202,1.696151092131794e-05,7.455697153423947e-05,0.000616004268645163,0.0019801359639115505,nan,nan,nan,nan,nan,nan,24,24,True,[],0.000986470171694823,10000000.0,0.000987350140497535,0.0,7.374616204940021e-06,nan,nan,nan,nan,0.000616004268645163,0.0019801359639115505,nan,nan,nan,nan,nan,nan,0.30192135472594905,0.5597136327564681,587.3716204795716,594.9593177,98.72356083232935,180.0,1221.1321454687072,11047.74786068401,True,,True,12,12,0.0013707469572820643,0.0013707469572820643,2.283295225604421e-17,12,12,0,rx_low_swing,,WARN,,reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,WARN,,rx_settling_margin,WARN,,rx_group_delay_metric_missing;rx_low_swing_metric_floor;rx_threshold_delay_confidence_low,WARN,,rx_settling_margin;rx_group_delay_metric_missing;rx_low_swing_metric_floor;rx_threshold_delay_confidence_low,WARN,FAIL,reflection_complex_rms_error;reflection_group_delay_error;reflection_magnitude_db_error,,WARN,,not_general_multiport_model;reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.01515307896437337,0.01515307896437337,0.30432135472594907,0.01515307896437337,False,False,False,False,
Ch2_12_5F3N_f1_3378b0a3,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f1.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f1.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6152760456049226,48281593750.0,True,fast_calibration,0.002,reduced_4p_reflection_s11_rc,reduced_4p_reflection_s11_rc,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reflection,reflection,S31,5.601577264153386,False,step_threshold,5.601577264153386,2.9899999999999998,,step_threshold:5.60157726415;impulse_peak:2.99,8,0,7,-0.000924113987897708,2.299112471029543e-05,results/sparam_rx_trust_v2_2026-06-11/channels/Ch2_12_5F3N_f1_3378b0a3/models/reduced_4p_reflection_s11_rc/Ch2_12_5F3N_f1_3378b0a3_reduced_4p_reflection_s11_rc.sp,,6.964121856050992e-05,0.00037871734645981265,6.866616547007348e-05,0.0003751163830737872,6.211053931114523e-05,0.000330968845019898,0.0006817850054540888,0.0017043652606861279,nan,nan,nan,nan,nan,nan,16,16,True,[],0.0009187958241675123,10000000.0,0.000924113987897708,0.0,1.2018012012024372e-05,nan,nan,nan,nan,0.0006817850054540888,0.0017043652606861279,nan,nan,nan,nan,nan,nan,0.30617910041070645,0.5671925023892113,12.41347730560263,25.822814214621822,101.82101466748503,179.970474967066,1194.8874022149546,11050.941460577218,True,,True,12,12,0.004531879158230612,0.001282248197171716,0.004531879158230612,12,12,0,rx_low_swing,,WARN,,reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,FAIL,candidate_not_rx_view,,FAIL,candidate_not_rx_view,,FAIL,candidate_not_rx_view;candidate_not_rx_view,,FAIL,FAIL,reflection_complex_rms_error;reflection_group_delay_error;reflection_magnitude_db_error,,WARN,,not_general_multiport_model;reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.01473497292127715,0.01441000982517126,0.3082322883265295,0.01473497292127715,False,False,False,False,
Ch2_12_5F3N_f2_d795f530,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f2.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6310947062436845,45953934375.0,True,fast_calibration,0.002,reduced_4p_rx_dominant_delay_rc,reduced_4p_rx_dominant_delay_rc,touchstone_time_fit,touchstone_time_domain,matched_50ohm_rx_through,rx_through,S31,2.2521730700246487,False,step_threshold,2.2521730700246487,3.0700000000000003,,step_threshold:2.25217307002;impulse_peak:3.07,8,0,0,-0.00010263649818536861,8.627450197063838e-07,results/sparam_rx_trust_v2_2026-06-11/channels/Ch2_12_5F3N_f2_d795f530/models/reduced_4p_rx_dominant_delay_rc/Ch2_12_5F3N_f2_d795f530_reduced_4p_rx_dominant_delay_rc.sp,,1.537028109874782e-05,0.000192241055139526,1.3766775589714528e-05,0.00015407966590266466,8.308112683122477e-06,2.7016695666254654e-05,0.0003567312755369844,0.0010328234397844994,nan,nan,nan,nan,nan,nan,9,9,True,[],8.593268519106945e-05,5102731250.0,0.00010263649818536861,0.0,2.0617522852967448e-06,nan,nan,nan,nan,0.0003567312755369844,0.0010328234397844994,nan,nan,nan,nan,nan,nan,0.30213178554958176,0.5612374917024532,587.390606950617,594.9829335,98.46666848737128,180.0,1218.96090316117,11990.69253850772,True,,True,12,12,4.156286326232086e-05,4.156286326232086e-05,1.936369574551553e-17,12,12,0,rx_low_swing,,WARN,,reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,WARN,,rx_settling_margin,WARN,,rx_group_delay_metric_missing;rx_low_swing_metric_floor;rx_threshold_delay_confidence_low,WARN,,rx_settling_margin;rx_group_delay_metric_missing;rx_low_swing_metric_floor;rx_threshold_delay_confidence_low,WARN,FAIL,reflection_complex_rms_error;reflection_group_delay_error;reflection_magnitude_db_error,,WARN,,not_general_multiport_model;reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.013260887561863216,0.013260887561863216,0.30303178554958177,0.013260887561863216,True,True,False,False,
Ch2_12_5F3N_f2_d795f530,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f2.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6310947062436845,45953934375.0,True,fast_calibration,0.002,reduced_4p_rx_delayeq_rc_ring,reduced_4p_rx_delayeq_rc_ring,touchstone_time_fit,touchstone_time_domain,matched_50ohm_rx_through,rx_through,S31,2.6610865350123243,True,median_step_impulse_group_delay,2.2521730700246487,3.0700000000000003,,step_threshold:2.25217307002;impulse_peak:3.07,8,15,0,-0.0001017820246739266,8.753229584193215e-07,results/sparam_rx_trust_v2_2026-06-11/channels/Ch2_12_5F3N_f2_d795f530/models/reduced_4p_rx_delayeq_rc_ring/Ch2_12_5F3N_f2_d795f530_reduced_4p_rx_delayeq_rc_ring.sp,,1.5337380199880184e-05,0.00018628046239878857,1.3766462525811386e-05,0.00015881079695172703,8.801158694006023e-06,2.747923648536231e-05,0.00036242161095016137,0.0010013884236518796,nan,nan,nan,nan,nan,nan,24,24,True,[],0.00016909218228683528,28113753125.0,0.00015888893474190374,28000000000.0,1.3488001670409484e-05,nan,nan,nan,nan,0.00036242161095016137,0.0010013884236518796,nan,nan,nan,nan,nan,nan,0.30213178554958176,0.5612374917024532,587.390606950617,594.9829335,98.46666848737128,180.0,1218.96090316117,11990.69253850772,True,,True,12,12,4.409685187242697e-05,4.409685187242697e-05,2.339580029370039e-17,12,12,0,rx_low_swing;rx_threshold_ambiguous,,WARN,,reduced_4p_not_full_matrix;rx_edge_ringing_threshold_ambiguous;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,WARN,,rx_settling_margin,WARN,,rx_edge_ringing_threshold_ambiguous;rx_group_delay_metric_missing;rx_low_swing_metric_floor;rx_threshold_delay_confidence_low,WARN,,rx_settling_margin;rx_edge_ringing_threshold_ambiguous;rx_group_delay_metric_missing;rx_low_swing_metric_floor;rx_threshold_delay_confidence_low,WARN,FAIL,reflection_complex_rms_error;reflection_group_delay_error;reflection_magnitude_db_error,,WARN,,not_general_multiport_model;reduced_4p_not_full_matrix;rx_edge_ringing_threshold_ambiguous;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.014766831296137404,0.014766831296137404,0.30453178554958177,0.014766831296137404,False,False,False,False,
Ch2_12_5F3N_f2_d795f530,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f2.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f2.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.6310947062436845,45953934375.0,True,fast_calibration,0.002,reduced_4p_reflection_s11_rc,reduced_4p_reflection_s11_rc,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reflection,reflection,S31,2.2521730700246487,False,step_threshold,2.2521730700246487,3.0700000000000003,,step_threshold:2.25217307002;impulse_peak:3.07,8,0,7,-0.00010263649818536861,8.627450197063838e-07,results/sparam_rx_trust_v2_2026-06-11/channels/Ch2_12_5F3N_f2_d795f530/models/reduced_4p_reflection_s11_rc/Ch2_12_5F3N_f2_d795f530_reduced_4p_reflection_s11_rc.sp,,1.537028109874782e-05,0.000192241055139526,1.3766775589714528e-05,0.00015407966590266466,8.308112683122477e-06,2.7016695666254654e-05,0.0003567312755369844,0.0010328234397844994,nan,nan,nan,nan,nan,nan,16,16,True,[],8.593268519106945e-05,5102731250.0,0.00010263649818536861,0.0,2.0617522852967448e-06,nan,nan,nan,nan,0.0003567312755369844,0.0010328234397844994,nan,nan,nan,nan,nan,nan,0.3063890179586533,0.568781794030611,12.38753327692067,25.70839027485456,101.88335642812879,179.90392173996287,1192.6496084203868,11993.885884453513,True,,True,12,12,0.007005598428467413,3.981744201818761e-05,0.007005598428467413,12,12,0,rx_low_swing,,WARN,,reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,FAIL,candidate_not_rx_view,,FAIL,candidate_not_rx_view,,FAIL,candidate_not_rx_view;candidate_not_rx_view,,FAIL,FAIL,reflection_complex_rms_error;reflection_group_delay_error;reflection_magnitude_db_error,,WARN,,not_general_multiport_model;reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.014657291118383726,0.013960713019738804,0.3086895778015,0.014657291118383726,False,False,False,False,
Ch2_12_5F3N_f3_c4aa62ca,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f3.s4p,4,3201,10000000.0,50000000000.0,S43,5000000000.0,True,0.002,8,True,400000000000.0,0.6163022499838111,44969756250.0,True,fast_calibration,0.002,reduced_4p_rx_dominant_delay_rc,reduced_4p_rx_dominant_delay_rc,touchstone_time_fit,touchstone_time_domain,matched_50ohm_rx_through,rx_through,S31,2.6769175867840396,False,step_threshold,2.6769175867840396,2.970000000000001,3.309524127047625,step_threshold:2.67691758678;impulse_peak:2.97;group_delay_median:3.30952412705,8,0,0,-1.7353665933605468e-05,3.2473978184015124e-05,results/sparam_rx_trust_v2_2026-06-11/channels/Ch2_12_5F3N_f3_c4aa62ca/models/reduced_4p_rx_dominant_delay_rc/Ch2_12_5F3N_f3_c4aa62ca_reduced_4p_rx_dominant_delay_rc.sp,,0.00011065572500768715,0.0024399413754479667,7.84790218514199e-05,0.0014958811631631522,1.234979886250227e-05,9.043284813835401e-05,0.004403763263106337,0.013120590049154958,32.694423356007775,35.48568583489015,116.53489092560307,177.8358391975773,646.405310376082,1015.2494812596918,9,9,True,[],0.0006768021643054717,1947112500.0,0.0006707165907340629,1600000000.0,9.825434240642408e-06,3302.968280532423,201.25855796185076,651.7649973569834,201.25855796185073,0.004403763263106337,0.013120590049154958,32.694423356007775,35.48568583489015,116.53489092560307,177.8358391975773,646.405310376082,1015.2494812596918,0.3021994740729992,0.5607517530885784,587.3932576797329,594.9754128,98.48206713763156,180.0,1195.4774865163567,8247.852148208029,False,magnitude_db_error;group_delay_error,True,12,12,0.0006729529990754313,0.0006729529990754313,1.491296361503033e-17,12,12,0,rx_low_swing;rx_missing_50pct_crossing,,FAIL,group_delay_error;magnitude_db_error,,FAIL,rx_magnitude_db_error,,FAIL,rx_group_delay_error,,FAIL,rx_magnitude_db_error;rx_group_delay_error,,FAIL,FAIL,reflection_complex_rms_error;reflection_group_delay_error;reflection_magnitude_db_error,,WARN,,not_general_multiport_model;reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.0238351116667747,0.0238351116667747,0.3030994740729992,0.0238351116667747,False,False,False,False,
Ch2_12_5F3N_f3_c4aa62ca,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f3.s4p,4,3201,10000000.0,50000000000.0,S43,5000000000.0,True,0.002,8,True,400000000000.0,0.6163022499838111,44969756250.0,True,fast_calibration,0.002,reduced_4p_rx_delayeq_rc_ring,reduced_4p_rx_delayeq_rc_ring,touchstone_time_fit,touchstone_time_domain,matched_50ohm_rx_through,rx_through,S31,2.970000000000001,True,median_step_impulse_group_delay,2.6769175867840396,2.970000000000001,3.309524127047625,step_threshold:2.67691758678;impulse_peak:2.97;group_delay_median:3.30952412705,8,15,0,-2.5190437092623727e-06,3.922532713004428e-05,results/sparam_rx_trust_v2_2026-06-11/channels/Ch2_12_5F3N_f3_c4aa62ca/models/reduced_4p_rx_delayeq_rc_ring/Ch2_12_5F3N_f3_c4aa62ca_reduced_4p_rx_delayeq_rc_ring.sp,,0.00011864975346717295,0.002757101430439911,8.746506858049491e-05,0.001784209670122843,2.6178553507394465e-05,0.00018502490696568178,0.004462558427218998,0.013199770712119413,32.27399941661584,36.20147908054061,130.30067459156405,178.24206085117666,546.1115156466014,1417.7980488660735,24,24,True,[],0.0005209386093692364,4837159375.0,0.0005169241549616092,4800000000.0,2.077999742351738e-06,3302.968280532423,201.25855796185076,383.82742362296415,201.25855796185073,0.004462558427218998,0.013199770712119413,32.27399941661584,36.20147908054061,130.30067459156405,178.24206085117666,546.1115156466014,1417.7980488660735,0.3021994740729992,0.5607517530885784,587.3932576797329,594.9754128,98.48206713763156,180.0,1195.4774865163567,8247.852148208029,False,magnitude_db_error;group_delay_error,True,12,12,0.0005666462918750819,0.0005666462918750819,1.572747192151051e-17,12,12,0,rx_low_swing;rx_threshold_ambiguous,,FAIL,group_delay_error;magnitude_db_error,,FAIL,rx_magnitude_db_error,,FAIL,rx_group_delay_error,,FAIL,rx_magnitude_db_error;rx_group_delay_error,,FAIL,FAIL,reflection_complex_rms_error;reflection_group_delay_error;reflection_magnitude_db_error,,WARN,,not_general_multiport_model;reduced_4p_not_full_matrix;rx_edge_ringing_threshold_ambiguous;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.02438033821287252,0.02438033821287252,0.3045994740729992,0.02438033821287252,False,False,False,False,
Ch2_12_5F3N_f3_c4aa62ca,repo_local,cisco,calibration,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f3.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f3.s4p,4,3201,10000000.0,50000000000.0,S43,5000000000.0,True,0.002,8,True,400000000000.0,0.6163022499838111,44969756250.0,True,fast_calibration,0.002,reduced_4p_reflection_s11_rc,reduced_4p_reflection_s11_rc,touchstone_time_fit,touchstone_time_domain,matched_50ohm_reflection,reflection,S31,2.6769175867840396,False,step_threshold,2.6769175867840396,2.970000000000001,3.309524127047625,step_threshold:2.67691758678;impulse_peak:2.97;group_delay_median:3.30952412705,8,0,7,-1.7353665933605468e-05,3.2473978184015124e-05,results/sparam_rx_trust_v2_2026-06-11/channels/Ch2_12_5F3N_f3_c4aa62ca/models/reduced_4p_reflection_s11_rc/Ch2_12_5F3N_f3_c4aa62ca_reduced_4p_reflection_s11_rc.sp,,0.00011065572500768715,0.0024399413754479667,7.84790218514199e-05,0.0014958811631631522,1.234979886250227e-05,9.043284813835401e-05,0.004403763263106337,0.013120590049154958,32.694423356007775,35.48568583489015,116.53489092560307,177.8358391975773,646.405310376082,1015.2494812596918,16,16,True,[],0.0006768021643054717,1947112500.0,0.0006707165907340629,1600000000.0,9.825434240642408e-06,3302.968280532423,201.25855796185076,651.7649973569834,201.25855796185073,0.004403763263106337,0.013120590049154958,32.694423356007775,35.48568583489015,116.53489092560307,177.8358391975773,646.405310376082,1015.2494812596918,0.3064431771730843,0.5690821074087832,12.416384902353817,25.826357370187797,101.86124306383265,179.8524631342922,1168.6734861734965,8243.602785310122,False,magnitude_db_error;group_delay_error,True,12,12,0.006751221222768238,0.0006739200976374662,0.006751221222768238,12,12,0,rx_low_swing;rx_missing_50pct_crossing,,FAIL,group_delay_error;magnitude_db_error,,FAIL,candidate_not_rx_view;rx_magnitude_db_error,,FAIL,candidate_not_rx_view;rx_group_delay_error,,FAIL,candidate_not_rx_view;rx_magnitude_db_error;candidate_not_rx_view;rx_group_delay_error,,FAIL,FAIL,reflection_complex_rms_error;reflection_group_delay_error;reflection_magnitude_db_error,,WARN,,not_general_multiport_model;reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.025142938489143982,0.024535208376630906,0.3087182992953611,0.025142938489143982,False,False,False,False,
Ch2_12_5F3N_f4_5d940b85,repo_local,cisco,holdout,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f4.s4p,hspice/sparam/Cisco_Backplane_channel_data/5F3N/Ch2_12_5F3N_f4.s4p,4,3201,10000000.0,50000000000.0,S12,5000000000.0,True,0.002,8,True,400000000000.0,0.606404260226956,44969756250.0,True,fast_calibration,0.002,reduced_4p_rx_dominant_delay_rc,reduced_4p_rx_dominant_delay_rc,touchstone_time_fit,touchstone_time_domain,matched_50ohm_rx_through,rx_through,S31,2.9139606439221906,False,step_threshold,2.9139606439221906,3.0599999999999996,,step_threshold:2.91396064392;impulse_peak:3.06,8,0,0,-3.285748377080053e-05,6.416811413841553e-07,results/sparam_rx_trust_v2_2026-06-11/channels/Ch2_12_5F3N_f4_5d940b85/models/reduced_4p_rx_dominant_delay_rc/Ch2_12_5F3N_f4_5d940b85_reduced_4p_rx_dominant_delay_rc.sp,,1.3693841552134616e-05,0.0002387987906169345,1.1468376363960599e-05,0.00011113931379563773,7.0796501753528235e-06,2.4999102446449723e-05,0.00046315545154486674,0.0013418194825766977,nan,nan,nan,nan,nan,nan,9,9,True,[],0.00014354566643932652,3884225000.0,0.00014348701430211044,4000000000.0,2.8754795149183373e-06,nan,nan,nan,nan,0.00046315545154486674,0.0013418194825766977,nan,nan,nan,nan,nan,nan,0.30215191050378576,0.5607490157965689,587.3841776755914,594.9753704,98.4459979793373,180.0,1215.808297187129,10457.499677714484,True,,True,12,12,0.0001423490187200947,0.0001423490187200947,2.627368820380105e-17,12,12,0,rx_low_swing;rx_missing_50pct_crossing,,WARN,,reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,WARN,,rx_settling_margin,WARN,,rx_group_delay_metric_missing;rx_low_swing_metric_floor;rx_threshold_delay_confidence_low,WARN,,rx_settling_margin;rx_group_delay_metric_missing;rx_low_swing_metric_floor;rx_threshold_delay_confidence_low,WARN,FAIL,reflection_complex_rms_error;reflection_group_delay_error;reflection_magnitude_db_error,,WARN,,not_general_multiport_model;reduced_4p_not_full_matrix;rx_low_swing_metric_floor;rx_settling_margin;threshold_delay_confidence_low;voltage_shape_ok_threshold_delay_low,0.013377390353416877,0.013377390353416877,0.30305191050378577,0.013377390353416877,True,True,False,False,
