case,flow,simulator,model,direction,edge_index,context,input_crossing_ns,output_50_delay_ps,slew_20_80_ps
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,0,11->01,26.100427514494914,2427.1951324353536,421.2556962445915
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,1,10->11,28.100445223838033,3593.806085977702,1015.9408243885022
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,2,11->00,38.10042744977484,2428.278225057987,422.9064360009978
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,3,00->11,42.100447157948395,3691.834333587261,921.4733706061576
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,4,11->01,50.10042749662667,2428.4409760453177,427.07342274916226
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,5,10->10,52.10044523929215,3598.053985584122,nan
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,6,01->01,54.10042679268433,2302.9425973090847,nan
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,7,10->11,56.10044546691853,3628.503538012282,1019.1112562310827
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,8,11->00,62.100427538033536,2423.291524264642,436.7689016159337
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,9,00->11,70.10044707760973,3711.3372205651203,959.5594739464909
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,10,11->01,74.10042736557267,2410.0283941848365,436.6630840218577
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,11,10->11,76.10044519991466,3596.5884291417683,1030.7350314371076
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,12,11->01,82.10042755357233,2422.370240842396,433.09733081042066
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,13,10->10,84.10044521932436,3596.1038689788206,nan
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,14,01->00,86.10042677240426,2303.8525591720536,nan
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,15,00->11,90.10044709521792,3700.674620807093,971.1561667222752
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,16,11->00,94.10042738218279,2410.1769406572953,448.3121187919887
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,17,00->10,100.10044733826093,3689.5923853876866,nan
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,18,01->01,102.10042682366624,2278.2456309975823,nan
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,19,10->10,104.10044541716522,3646.8697049446732,nan
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,20,01->01,106.10042683341655,2286.661183702269,nan
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,rise,21,10->11,108.10044543942436,3629.540847781419,1028.6138238428143
ui2_len30cm_loss5_coarse10,ngspice_refspice,ngspice,io_buf.sp,fall,22,11->00,112.10042720208021,2407.6596065785425,420.539891212488
ui2_len30cm_loss5_coarse10,ngspice_pybis,ngspice,pybis,fall,0,11->01,26.1,2966.913081789496,297.7797489517327
ui2_len30cm_loss5_coarse10,ngspice_pybis,ngspice,pybis,rise,1,10->11,28.1,203.54693230342374,-1492.5647962164849
ui2_len30cm_loss5_coarse10,ngspice_pybis,ngspice,pybis,fall,2,11->00,38.1,2969.013600476214,301.4954502083209
ui2_len30cm_loss5_coarse10,ngspice_pybis,ngspice,pybis,rise,3,00->11,42.1,2188.0450891401433,451.51321917424514
ui2_len30cm_loss5_coarse10,ngspice_pybis,ngspice,pybis,fall,4,11->01,50.10000000000001,2969.600482146808,287.1148680927848
ui2_len30cm_loss5_coarse10,ngspice_pybis,ngspice,pybis,rise,5,10->10,52.1,199.9241797381058,-1497.170230548324
ui2_len30cm_loss5_coarse10,ngspice_pybis,ngspice,pybis,fall,6,01->01,54.1,942.8180805973145,284.0483684136318
ui2_len30cm_loss5_coarse10,ngspice_pybis,ngspice,pybis,rise,7,10->11,56.10000000000001,188.174905423313,-1580.5806755212407
ui2_len30cm_loss5_coarse10,ngspice_pybis,ngspice,pybis,fall,8,11->00,62.10000000000001,2981.8095416757715,295.9832001825218
ui2_len30cm_loss5_coarse10,ngspice_pybis,ngspice,pybis,rise,9,00->11,70.10000000000001,2180.869679995694,428.7283091182446
ui2_len30cm_loss5_coarse10,ngspice_pybis,ngspice,pybis,fall,10,11->01,74.10000000000001,2978.59623960019,314.3323150138546
