case,return_code,raw,log,points,v(p1)_max_v,v(p3)_max_v
audit_amp1p5_edge5_r50,0,results/sparam_cisco_s11_proto_2026-06-09_strength050/Ch4_20_5F3N_t/ngspice/audit_amp1p5_edge5_r50.raw,results/sparam_cisco_s11_proto_2026-06-09_strength050/Ch4_20_5F3N_t/ngspice/audit_amp1p5_edge5_r50.log,7103,0.7546971055243215,0.7035751257064738
audit_amp1p5_edge50_r50,0,results/sparam_cisco_s11_proto_2026-06-09_strength050/Ch4_20_5F3N_t/ngspice/audit_amp1p5_edge50_r50.raw,results/sparam_cisco_s11_proto_2026-06-09_strength050/Ch4_20_5F3N_t/ngspice/audit_amp1p5_edge50_r50.log,7073,0.7546969801682696,0.7035751044521003
audit_amp1p5_edge500_r50,0,results/sparam_cisco_s11_proto_2026-06-09_strength050/Ch4_20_5F3N_t/ngspice/audit_amp1p5_edge500_r50.raw,results/sparam_cisco_s11_proto_2026-06-09_strength050/Ch4_20_5F3N_t/ngspice/audit_amp1p5_edge500_r50.log,7050,0.7546853223316445,0.7035731083150317
