node,rmse_v,maxabs_v,active_rmse_v,active_maxabs_v,steady_rmse_v,steady_maxabs_v,hspice_min_v,hspice_max_v,ngspice_min_v,ngspice_max_v
p1,1.0554189486061025,2.8109827019459663,1.060640446297251,2.8109827019459663,1.2949576558886475,2.7929350165127076,-0.1708425,3.73265,-0.06486080200472713,2.3894564015425845
p2,0.043367932727979924,0.14077062959152076,0.04355183629793353,0.14077062959152076,0.042417080773282115,0.13491494130088638,-0.1142147,0.1262939,-0.055537306625856715,0.05666537260391309
p3,0.02285555274270667,0.0791460845785989,0.02291109256475231,0.0791460845785989,0.023466399514305167,0.07836898088925945,-0.05216542,0.05398626,-0.025460745749917683,0.026690411769401484
p4,0.010687158765834136,0.01798819039089562,0.010737128459820607,0.01798819039089562,0.012771690654681481,0.01763639419676131,-0.01345452,0.01739086,-0.010647294394136723,0.010546535271628944
in_dig,5.174993763334861e-06,3.2399999985999184e-05,5.200616038931339e-06,3.2399999985999184e-05,7.0123679998893495e-06,3.1699999991308125e-05,0.0,3.3,0.0,3.3
