case,hspice_tr0,ngspice_raw,hspice_stop_ns,ngspice_stop_ns,hspice_tx_min_v,hspice_tx_max_v,ngspice_tx_min_v,ngspice_tx_max_v,hspice_rx_min_v,hspice_rx_max_v,ngspice_rx_min_v,ngspice_rx_max_v,hspice_tx_low_v,hspice_tx_active_v,hspice_tx_threshold_v,hspice_rx_low_v,hspice_rx_active_v,hspice_rx_threshold_v,tx_rmse_v,tx_maxabs_v,tx_active_rmse_v,tx_active_maxabs_v,rx_rmse_v,rx_maxabs_v,rx_active_rmse_v,rx_active_maxabs_v,ngspice_input_backdrive_flag,hspice_tx_rise50_ns,hspice_rx_rise50_ns,hspice_tx_fall50_ns,hspice_rx_fall50_ns,hspice_rx_minus_tx_rise50_ps,hspice_rx_minus_tx_fall50_ps,ngspice_tx_rise50_ns,ngspice_rx_rise50_ns,ngspice_tx_fall50_ns,ngspice_rx_fall50_ns,ngspice_rx_minus_tx_rise50_ps,ngspice_rx_minus_tx_fall50_ps,tx_rise50_delta_ps,rx_rise50_delta_ps,tx_fall50_delta_ps,rx_fall50_delta_ps,rx_minus_tx_rise50_ps_delta_ps,rx_minus_tx_fall50_ps_delta_ps,case_class,case_reason,plot
audit_amp1p5_edge5_r50,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/hspice_native/audit_amp1p5_edge5_r50_hspice.tr0,results/sparam_cisco_s11_proto_2026-06-09_strength025/Ch8_30_5F3N_t/ngspice/audit_amp1p5_edge5_r50.raw,35.0,35.0,-0.04889647,0.8467407,0.0,0.7555018844623486,-2.97987e-78,0.6819057,-0.00189276014499968,0.6785391502046143,-1.687451e-78,0.7945409,0.39727045,-2.963637e-78,0.655134,0.327567,0.02272196903418497,0.07738418858182453,0.028219619950780674,0.07738418858182453,0.006254261935915631,0.07464879103928365,0.009198137733745636,0.07464879103928365,False,1.0018912995437836,13.539245854081635,9.00156045124703,21.56917710915446,12537.354554537851,12567.616657907429,1.0026491036253122,13.557452281700606,9.002388730511985,21.57227373796202,12554.803178075292,12569.885007450037,0.7578040815285902,18.206427618970622,0.8282792649545456,3.0966288075617854,17.448623537440653,2.268349542608121,PASS,thresholds passed,results/sparam_cisco_s11_proto_2026-06-09_strength025/Ch8_30_5F3N_t/comparison/audit_amp1p5_edge5_r50_hspice_vs_ngspice.png
audit_amp1p5_edge50_r50,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/hspice_native/audit_amp1p5_edge50_r50_hspice.tr0,results/sparam_cisco_s11_proto_2026-06-09_strength025/Ch8_30_5F3N_t/ngspice/audit_amp1p5_edge50_r50.raw,35.0,35.0,-0.03111825,0.825985,0.0,0.7554909074891144,-2.97987e-78,0.6818208,-0.001892748537603952,0.678539115263757,-1.687451e-78,0.7917343,0.39586715,-2.963637e-78,0.6781578,0.3390789,0.022377794360545218,0.07160893359947706,0.027713295125155878,0.07160893359947706,0.005648266202055594,0.033335052313293374,0.007875900976665113,0.033335052313293374,False,1.027356607929702,13.58825139923804,9.026025633659446,21.601901836142666,12560.894791308338,12575.876202483221,1.0264240977406747,13.587914261953767,9.024004378597912,21.588167203915955,12561.490164213092,12564.16282531804,-0.9325101890274023,-0.3371372842728704,-2.021255061533722,-13.73463222671134,0.5953729047541856,-11.713377165180646,PASS,thresholds passed,results/sparam_cisco_s11_proto_2026-06-09_strength025/Ch8_30_5F3N_t/comparison/audit_amp1p5_edge50_r50_hspice_vs_ngspice.png
audit_amp1p5_edge500_r50,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch8_30_5F3N_t/hspice_native/audit_amp1p5_edge500_r50_hspice.tr0,results/sparam_cisco_s11_proto_2026-06-09_strength025/Ch8_30_5F3N_t/ngspice/audit_amp1p5_edge500_r50.raw,35.0,35.0,-2.842901e-78,0.7927835,0.0,0.7553801895923795,-2.97987e-78,0.6815286,-0.001891451609457139,0.6785306314331327,-1.687451e-78,0.784827,0.3924135,-2.963637e-78,0.6735822,0.3367911,0.02117434533723022,0.06584876346274468,0.025783545944714156,0.06584876346274468,0.004505097572846269,0.017900483278284723,0.0052754080286481295,0.017900483278284723,False,1.264411713555698,13.854362546460615,9.274626390421158,21.863298588438877,12589.950832904917,12588.672198017717,1.2621192795220944,13.867450248112705,9.242504477363639,21.871991607453364,12605.330968590612,12629.487130089725,-2.2924340336036853,13.087701652089834,-32.121913057519436,8.693019014486936,15.380135685694768,40.81493207200765,PASS,thresholds passed,results/sparam_cisco_s11_proto_2026-06-09_strength025/Ch8_30_5F3N_t/comparison/audit_amp1p5_edge500_r50_hspice_vs_ngspice.png
