simulator,candidate,model,riso_ohm,returncode,timed_out,wall_s,deck,output,rows,t_end_ns,completed,ntst_min,ntst_max,pad_min,pad_max,candidate_title,nx_last,nx_max,compare_stop_ns,ntst_rmse_mv,ntst_max_abs_mv,ntst_mean_mv,pad_rmse_mv,pad_max_abs_mv
ngspice,direct,driver_OutputInput_Typical.sub,1.75,0,False,0.0,ngspice_pybis/tb_prbs7_tline_50ohm_200n_riso1p75_ngspice_pybis.sp,ngspice_pybis/tb_prbs7_tline_50ohm_200n_riso1p75_ngspice_pybis.raw,252525,200.0,True,-0.012537394915924762,1.5488367698711527,-0.012974421008813174,1.6030451481468784,,,,,,,,,
xyce,edge50_flat4p2,driver_OutputInput_Typical_xyce_relaxed92_edge50_tailflat4p2.sub,1.75,,True,180.01,xyce_pybis/tb_prbs7_tline_50ohm_200n_riso1p75_xyce_edge50_flat4p2.cir,xyce_pybis/tb_prbs7_tline_50ohm_200n_riso1p75_xyce_edge50_flat4p2.cir.csv,6770,67.69000000000001,False,-0.0124672436,1.54002462,-0.0129035967,1.59392548,edge/latch tanh50 + KUR/KDR flat tail 4.2 ns,2.57,5.96,67.69000000000001,34.86978163297163,62.26403908317857,-21.300336801460528,36.052510618545526,64.44328315109038
