bench,bench_title,candidate,candidate_title,mode,cap_ns,softness,model,returncode,timed_out,wall_s,deck,output,rows,t_end_ns,completed,vout_last,vout_min,vout_max,nx_last,nx_max,compare_stop_ns,rmse_mv,max_abs_mv,mean_err_mv
spisim_pulse200p,"SPISim-style T-line pulse, 200 ps edge",ctrl15_flat4p2,all control tanh15 + KUR/KDR flat tail 4.2 ns,hybrid,4.2,,driver_OutputInput_Typical_xyce_relaxed92_ctrl15_tailflat4p2.sub,0,False,2.94,xyce_pybis/tb_tailfix_spisim_pulse200p_ctrl15_flat4p2.cir,xyce_pybis/tb_tailfix_spisim_pulse200p_ctrl15_flat4p2.cir.csv,2001,20.0,True,0.0181595201,0.0,1.55685839,0.907876471,1.71715107,20.0,50.44483435655074,250.92857697693705,38.75484757741984
spisim_rfr200p,"SPISim-style T-line rise-fall-rise, 200 ps edge",ctrl15_flat4p2,all control tanh15 + KUR/KDR flat tail 4.2 ns,hybrid,4.2,,driver_OutputInput_Typical_xyce_relaxed92_ctrl15_tailflat4p2.sub,,True,45.01,xyce_pybis/tb_tailfix_spisim_rfr200p_ctrl15_flat4p2.cir,xyce_pybis/tb_tailfix_spisim_rfr200p_ctrl15_flat4p2.cir.csv,2518,25.169999999999998,False,1.45064715,0.0,1.55694109,0.04,5.96,25.169999999999998,103.8205189127644,184.20586878654154,-50.67767237709415
