case,xyce_case,ngspice_t_end_ns,xyce_t_end_ns,ngspice_n10b_min,xyce_n10b_min,n10b_min_delta,ngspice_n10b_max,xyce_n10b_max,n10b_max_delta,n10b_rmse_v,ngspice_pad_max,xyce_pad_max,pad_max_delta,pad_rmse_v
PRBS7 1000 ns,tanh15 BE/non-LTE,1000.0000000000001,1000.0,-0.008225306461753902,0.0,0.008225306461753902,1.5404863042381678,1.53908221,-0.0014040942381678967,0.07505006960263277,1.5636591761692629,1.57163479,0.007975613830737194,0.07516707592352274
