bench,bench_title,candidate,candidate_title,mode,cap_ns,softness,model,returncode,timed_out,wall_s,deck,output,rows,t_end_ns,completed,vout_last,vout_min,vout_max,nx_last,nx_max,compare_stop_ns,rmse_mv,max_abs_mv,mean_err_mv
channel_prbs7_200n,"50-ohm channel PRBS7, first 200 ns",hard4p2,KUR/KDR arg hard cap 4.2 ns,hard,4.2,,driver_OutputInput_Typical_xyce_relaxed92_tailhard4p2.sub,,True,150.01,xyce_pybis/tb_tailfix_channel_prbs7_200n_hard4p2.cir,xyce_pybis/tb_tailfix_channel_prbs7_200n_hard4p2.cir.csv,7021,70.2,False,0.000379119037,-0.00700751486,1.55654593,0.11,5.96,70.2,29.99849229237104,69.73744351812577,-17.434288895494422
