simulator,candidate,model,riso_ohm,returncode,timed_out,wall_s,deck,output,rows,t_end_ns,completed,ntst_min,ntst_max,pad_min,pad_max,candidate_title,nx_last,nx_max,compare_stop_ns,ntst_rmse_mv,ntst_max_abs_mv,ntst_mean_mv,pad_rmse_mv,pad_max_abs_mv
ngspice,direct,driver_OutputInput_Typical.sub,2.0,0,False,0.0,ngspice_pybis/tb_prbs7_tline_50ohm_200n_riso2_ngspice_pybis.sp,ngspice_pybis/tb_prbs7_tline_50ohm_200n_riso2_ngspice_pybis.raw,700386,200.0,True,-0.012477118978828968,1.5413656963575635,-0.012974421008813174,1.603018228357682,,,,,,,,,
xyce,edge50_flat4p2,driver_OutputInput_Typical_xyce_relaxed92_edge50_tailflat4p2.sub,2.0,,True,240.02,xyce_pybis/tb_prbs7_tline_50ohm_200n_riso2_xyce_edge50_flat4p2.cir,xyce_pybis/tb_prbs7_tline_50ohm_200n_riso2_xyce_edge50_flat4p2.cir.csv,10607,106.06,False,-0.012427009,1.537586,-0.0129240739,1.59908944,edge/latch tanh50 + KUR/KDR flat tail 4.2 ns,0.97,5.96,106.06,43.088487029578445,57.165760337586356,-33.46566275959012,44.82908734694154,59.45239315109041
