simulator,candidate,model,riso_ohm,returncode,timed_out,wall_s,deck,output,rows,t_end_ns,completed,ntst_min,ntst_max,pad_min,pad_max
ngspice,direct,driver_OutputInput_Typical.sub,1.25,,True,90.01,ngspice_pybis/tb_prbs7_tline_50ohm_130n_riso1p25_ngspice_pybis.sp,ngspice_pybis/tb_prbs7_tline_50ohm_130n_riso1p25_ngspice_pybis.raw,642560,125.59961981622287,False,-0.012551967442797286,1.5377339971959947,-0.01285914314826854,1.5761772392690379
