simulator,candidate,model,riso_ohm,returncode,timed_out,wall_s,deck,output,rows,t_end_ns,completed,ntst_min,ntst_max,pad_min,pad_max
ngspice,direct,driver_OutputInput_Typical.sub,0.5,,True,75.01,ngspice_pybis/tb_prbs7_tline_50ohm_130n_riso0p5_ngspice_pybis.sp,ngspice_pybis/tb_prbs7_tline_50ohm_130n_riso0p5_ngspice_pybis.raw,581997,110.31313845110684,False,-0.012715637289111962,1.5540375930949315,-0.012836295676948715,1.569576826296966
