simulator,candidate,model,riso_ohm,returncode,timed_out,wall_s,deck,output,rows,t_end_ns,completed,ntst_min,ntst_max,pad_min,pad_max
ngspice,direct,driver_OutputInput_Typical.sub,0.0,0,False,0.0,ngspice_pybis/tb_prbs7_tline_50ohm_120n_ngspice_pybis.sp,ngspice_pybis/tb_prbs7_tline_50ohm_120n_ngspice_pybis.raw,60905,119.99999999999996,True,-0.012793518107527076,1.5566121879390415,-0.012787547406684656,1.5566081208288642
