simulator,candidate,model,riso_ohm,returncode,timed_out,wall_s,deck,output,rows,t_end_ns,completed,ntst_min,ntst_max,pad_min,pad_max
ngspice,direct,driver_OutputInput_Typical.sub,1.0,,True,75.02,ngspice_pybis/tb_prbs7_tline_50ohm_130n_riso1_ngspice_pybis.sp,ngspice_pybis/tb_prbs7_tline_50ohm_130n_riso1_ngspice_pybis.raw,587922,125.5984865772893,False,-0.01261349669496786,1.5452719089469555,-0.01285914314826854,1.5761772392690379
