simulator,candidate,model,returncode,timed_out,wall_s,deck,output,rows,t_end_ns,completed,ntst_min,ntst_max,pad_min,pad_max
ngspice,direct,driver_OutputInput_Typical.sub,,True,90.01,ngspice_pybis/tb_prbs7_tline_50ohm_130n_ngspice_pybis.sp,ngspice_pybis/tb_prbs7_tline_50ohm_130n_ngspice_pybis.raw,655274,125.55859876151892,False,-0.012793518107527076,1.5566121879390415,-0.012787547406684656,1.5566081208288642
