bench,bench_title,candidate,candidate_title,mode,cap_ns,softness,model,returncode,timed_out,wall_s,deck,output,rows,t_end_ns,completed,vout_last,vout_min,vout_max,nx_last,nx_max,compare_stop_ns,rmse_mv,max_abs_mv,mean_err_mv
channel_prbs7_200n,"50-ohm channel PRBS7, first 200 ns",edge52_flat4p2,edge/latch tanh52 + KUR/KDR flat tail 4.2 ns,hybrid,4.2,,driver_OutputInput_Typical_xyce_relaxed92_edge52_tailflat4p2.sub,,True,150.01,xyce_pybis/tb_tailfix_channel_prbs7_200n_edge52_flat4p2.cir,xyce_pybis/tb_tailfix_channel_prbs7_200n_edge52_flat4p2.cir.csv,15512,155.10999999999999,False,1.47975829,-0.0103640395,1.55708877,5.96,5.96,155.10999999999999,33.8551621170541,72.98577096678366,-21.797729649856898
