bench,bench_title,candidate,candidate_title,mode,cap_ns,softness,model,returncode,timed_out,wall_s,deck,output,rows,t_end_ns,completed,vout_last,vout_min,vout_max,nx_last,nx_max,compare_stop_ns,rmse_mv,max_abs_mv,mean_err_mv
spisim_pulse200p,"SPISim-style T-line pulse, 200 ps edge",edge50,edge/latch tanh50 only,hybrid,,,driver_OutputInput_Typical_xyce_relaxed92_edge50.sub,0,False,2.71,xyce_pybis/tb_tailfix_spisim_pulse200p_edge50.cir,xyce_pybis/tb_tailfix_spisim_pulse200p_edge50.cir.csv,2001,20.0,True,-0.0123091763,-0.0127771866,1.55697052,0.91,1.73,20.0,6.303963875110594,94.56009045896482,2.105517006443882
spisim_rfr200p,"SPISim-style T-line rise-fall-rise, 200 ps edge",edge50,edge/latch tanh50 only,hybrid,,,driver_OutputInput_Typical_xyce_relaxed92_edge50.sub,,True,45.01,xyce_pybis/tb_tailfix_spisim_rfr200p_edge50.cir,xyce_pybis/tb_tailfix_spisim_rfr200p_edge50.cir.csv,2238,22.37,False,1.52705553,-0.0127764573,1.55732472,5.28,5.96,22.37,2.9640131031880514,23.2417845289169,1.284875519981268
