case,direction,edge_index,context,input_crossing_ns,output_50_delay_ps,slew_20_80_ps
ui2_len10cm_loss5,rise,77,10->10,338.10044529979615,2267.689861617863,nan
ui2_len10cm_loss5,fall,78,01->00,340.10042459904497,883.6038008240035,nan
ui2_len10cm_loss5,rise,79,00->11,344.10044830017233,2280.2806167051026,930.869288099541
ui2_len10cm_loss5,fall,80,11->00,348.10042582510954,952.1641288287153,174.1277489231554
ui2_len10cm_loss5,rise,81,00->10,354.10044863109437,2279.5434944205176,nan
ui2_len10cm_loss5,fall,82,01->01,356.10042464175746,884.8507493413117,nan
ui2_len10cm_loss5,rise,83,10->10,358.1004457694961,2265.0053704075794,nan
ui2_len10cm_loss5,fall,84,01->01,360.1004246064917,884.0645241494045,nan
ui2_len10cm_loss5,rise,85,10->11,362.1004457689473,2265.0283421097747,1005.5591452080403
ui2_len10cm_loss5,fall,86,11->00,366.1004257447879,952.3195157311109,173.42485111761852
ui2_len10cm_loss5,rise,87,00->10,376.10044782710463,2279.8230063283795,nan
ui2_len10cm_loss5,fall,88,01->01,378.10042463507915,884.9187656321195,nan
ui2_len10cm_loss5,rise,89,10->11,380.10044576481596,2264.667995563944,1002.3160825022857
ui2_len10cm_loss5,fall,90,11->00,388.1004258919218,959.2732487646693,172.17313675715067
ui2_len10cm_loss5,rise,91,00->11,394.10044866312927,2279.4555769941053,928.2878955241299
ui2_len30cm_loss5,fall,0,11->01,26.100426000353117,2380.6821764627357,210.71821109726704
ui2_len30cm_loss5,rise,1,10->11,28.10044608452068,3599.6960965039175,1012.7647728822882
ui2_len30cm_loss5,fall,2,11->00,38.10042601705048,2380.6299245818286,210.7578646354033
ui2_len30cm_loss5,rise,3,00->11,42.10044820821472,3678.6873776084185,962.6924254804993
ui2_len30cm_loss5,fall,4,11->01,50.10042602334351,2380.293317122825,211.08586739155453
ui2_len30cm_loss5,rise,5,10->10,52.100446092866235,3599.7312683764762,nan
ui2_len30cm_loss5,fall,6,01->01,54.10042465440389,2290.6588458907504,nan
ui2_len30cm_loss5,rise,7,10->11,56.100446184471984,3636.031765593436,1013.7079951605612
ui2_len30cm_loss5,fall,8,11->00,62.10042597505213,2376.636816828254,211.9858748611037
ui2_len30cm_loss5,rise,9,00->11,70.10044848559812,3681.5519716985336,967.4499068757312
ui2_len30cm_loss5,fall,10,11->01,74.10042580235452,2365.3018100840086,215.2373821366163
ui2_len30cm_loss5,rise,11,10->11,76.10044618266208,3604.324168066763,1013.1516886922765
ui2_len30cm_loss5,fall,12,11->01,82.10042590142163,2376.7732101175266,211.61201849676195
ui2_len30cm_loss5,rise,13,10->10,84.10044616194405,3600.443936623991,nan
ui2_len30cm_loss5,fall,14,01->00,86.1004246673572,2290.718964731709,nan
ui2_len30cm_loss5,rise,15,00->11,90.10044826785233,3682.140519669005,964.59347530358
ui2_len30cm_loss5,fall,16,11->00,94.10042586600755,2365.1420603375127,214.91765138590802
ui2_len30cm_loss5,rise,17,00->10,100.1004480121185,3681.413172920672,nan
ui2_len30cm_loss5,fall,18,01->01,102.10042462087257,2279.5515596576342,nan
ui2_len30cm_loss5,rise,19,10->10,104.10044642763168,3639.4472825183275,nan
ui2_len30cm_loss5,fall,20,01->01,106.10042465594859,2286.4661930164098,nan
ui2_len30cm_loss5,rise,21,10->11,108.10044605260381,3638.146334574556,1015.980756565667
ui2_len30cm_loss5,fall,22,11->00,112.10042590474905,2366.312629238558,215.8701655153052
ui2_len30cm_loss5,rise,23,00->10,122.10044767353754,3681.1036420866767,nan
ui2_len30cm_loss5,fall,24,01->01,124.10042460044494,2279.5572329742936,nan
ui2_len30cm_loss5,rise,25,10->11,126.10044638584532,3638.405460361754,1006.840836797989
ui2_len30cm_loss5,fall,26,11->00,134.10042597168774,2380.410316881435,211.0925100859314
ui2_len30cm_loss5,rise,27,00->11,140.10044856998394,3681.2153752801482,972.2287271614767
ui2_len30cm_loss5,fall,28,11->01,146.10042604319491,2376.2991861869673,210.39936072824202
ui2_len30cm_loss5,rise,29,10->11,148.10044607161993,3599.8512615649597,1013.6035888893342
ui2_len30cm_loss5,fall,30,11->01,152.1004258543736,2366.746553197895,215.69658679230722
ui2_len30cm_loss5,rise,31,10->11,154.10044616254257,3602.621651485317,1012.7233095594518
ui2_len30cm_loss5,fall,32,11->00,158.10042589194416,2366.7764090650776,215.84617622684974
ui2_len30cm_loss5,rise,33,00->10,162.1004482602678,3678.580402809431,nan
ui2_len30cm_loss5,fall,34,01->00,164.10042471464823,2279.4489139277453,nan
ui2_len30cm_loss5,rise,35,00->10,168.10044822065373,3680.8209707740057,nan
ui2_len30cm_loss5,fall,36,01->01,170.10042475956664,2279.5717414066385,nan
ui2_len30cm_loss5,rise,37,10->10,172.10044634488602,3638.7596331283517,nan
ui2_len30cm_loss5,fall,38,01->00,174.10042465016392,2286.1388122540347,nan
ui2_len30cm_loss5,rise,39,00->10,178.10044826631744,3682.4837464852376,nan
ui2_len30cm_loss5,fall,40,01->00,180.10042469980027,2279.5134070844297,nan
ui2_len30cm_loss5,rise,41,00->10,188.1004482540428,3681.8046504526637,nan
ui2_len30cm_loss5,fall,42,01->00,190.1004245957322,2279.5094124688712,nan
ui2_len30cm_loss5,rise,43,00->11,194.10044817231258,3681.46293927015,961.9716007801999
ui2_len30cm_loss5,fall,44,11->00,200.10042600701925,2376.581100543801,210.75649123232674
ui2_len30cm_loss5,rise,45,00->10,204.10044821210073,3678.9510266041107,nan
ui2_len30cm_loss5,fall,46,01->01,206.1004246822037,2279.37986264775,nan
ui2_len30cm_loss5,rise,47,10->11,208.10044636968703,3638.640038034494,1007.603912636093
ui2_len30cm_loss5,fall,48,11->01,212.10042597179282,2366.2835010671347,215.526243613645
ui2_len30cm_loss5,rise,49,10->10,214.10044662647715,3601.69686900844,nan
ui2_len30cm_loss5,fall,50,01->00,216.1004246350254,2289.8969371064004,nan
ui2_len30cm_loss5,rise,51,00->10,222.10044796329288,3681.67000377831,nan
ui2_len30cm_loss5,fall,52,01->00,224.10042464838298,2279.3806400995613,nan
ui2_len30cm_loss5,rise,53,00->11,230.10044794550174,3682.6500465122417,968.5575295150184
ui2_len30cm_loss5,fall,54,11->00,234.10042577990944,2365.6339257780287,215.77070192862598
ui2_len30cm_loss5,rise,55,00->11,238.1004481813952,3679.2763558348997,961.4421653931023
ui2_len30cm_loss5,fall,56,11->01,242.1004258129769,2365.269876099867,214.70662329369196
ui2_len30cm_loss5,rise,57,10->10,244.1004462280102,3604.8619863868707,nan
ui2_len30cm_loss5,fall,58,01->01,246.10042468241005,2289.8159304718533,nan
ui2_len30cm_loss5,rise,59,10->10,248.1004461574512,3636.322777418483,nan
ui2_len30cm_loss5,fall,60,01->01,250.10042461253167,2284.649275602307,nan
ui2_len30cm_loss5,rise,61,10->10,252.10044616110966,3637.8626379373304,nan
ui2_len30cm_loss5,fall,62,01->00,254.10042464452107,2284.4401217039212,nan
ui2_len30cm_loss5,rise,63,00->11,268.1004480059401,3681.3073772868647,970.6138594543562
ui2_len30cm_loss5,fall,64,11->01,280.10042600270503,2380.674239616471,210.71403345565327
ui2_len30cm_loss5,rise,65,10->11,282.1004460849159,3599.669693880572,1012.7245758861222
ui2_len30cm_loss5,fall,66,11->00,292.1004260169763,2380.629909242386,210.7574300737987
ui2_len30cm_loss5,rise,67,00->11,296.1004482082357,3678.687200713237,962.6920804178386
ui2_len30cm_loss5,fall,68,11->01,304.10042602333397,2380.293287708455,211.08582967755154
ui2_len30cm_loss5,rise,69,10->10,306.1004460928698,3599.7314040724978,nan
ui2_len30cm_loss5,fall,70,01->01,308.10042465440443,2290.658816934274,nan
ui2_len30cm_loss5,rise,71,10->11,310.1004461844679,3636.0317606595154,1013.7079246124642
ui2_len30cm_loss5,fall,72,11->00,316.1004259750527,2376.6368156601425,211.98587974888085
ui2_len30cm_loss5,rise,73,00->11,324.1004484855987,3681.55197034295,967.4499029718489
ui2_len30cm_loss5,fall,74,11->01,328.10042580235466,2365.30181036165,215.23738270718562
ui2_len30cm_loss5,rise,75,10->11,330.10044618266215,3604.324167440806,1013.1516884422562
ui2_len30cm_loss5,fall,76,11->01,336.1004259014216,2376.7732099864484,211.6120184184114
ui2_len30cm_loss5,rise,77,10->10,338.10044616194403,3600.443936802847,nan
ui2_len30cm_loss5,fall,78,01->00,340.1004246673572,2290.7189647360233,nan
ui2_len30cm_loss5,rise,79,00->11,344.1004482678523,3682.1405196710957,964.5934752484434
ui2_len30cm_loss5,fall,80,11->00,348.1004258660075,2365.142060342039,214.91765138752268
ui2_len30cm_loss5,rise,81,00->10,354.1004480121185,3681.413172919375,nan
ui2_len30cm_loss5,fall,82,01->01,356.10042462087256,2279.55155965823,nan
ui2_len30cm_loss5,rise,83,10->10,358.1004464276317,3639.4472825287435,nan
ui2_len30cm_loss5,fall,84,01->01,360.1004246559486,2286.4661930211214,nan
ui2_len30cm_loss5,rise,85,10->11,362.1004460526038,3638.1463345735106,1015.9807565672022
ui2_len30cm_loss5,fall,86,11->00,366.100425904749,2366.3126292406623,215.87016551535814
ui2_len30cm_loss5,rise,87,00->10,376.10044767353753,3681.1036420865707,nan
ui2_len30cm_loss5,fall,88,01->01,378.1004246004449,2279.557232974108,nan
ui2_len30cm_loss5,rise,89,10->11,380.1004463858453,3638.4054603616482,1006.840836798095
ui2_len30cm_loss5,fall,90,11->00,388.1004259716877,2380.4103168810116,211.09251008616963
ui2_len30cm_loss5,rise,91,00->11,394.10044856998394,3681.215375280016,972.2287271615562
