trim_m30ps {'trim_ps': -30.0, 'delay_ns': 12.4099775476, 'cases': 3, 'max_rx_active_rmse_v': 0.013038063055378038, 'mean_rx_active_rmse_v': 0.009786199761886534, 'max_rx_active_maxabs_v': 0.10342747935365669, 'mean_rx_active_maxabs_v': 0.058741399674354905, 'max_rx_rise50_delta_ps': 39.33890526110417, 'mean_rx_rise50_delta_ps': -22.156624750272396, 'max_rx_fall50_delta_ps': 25.85997059522427, 'mean_rx_fall50_delta_ps': -17.185112540370067, 'max_tx_active_rmse_v': 0.029438445675346033, 'mean_tx_active_rmse_v': 0.028808064438180986, 'pass_count': 1, 'all_pass': False}
trim_m20ps {'trim_ps': -20.0, 'delay_ns': 12.4199775476, 'cases': 3, 'max_rx_active_rmse_v': 0.010036083288087605, 'mean_rx_active_rmse_v': 0.007735078234520541, 'max_rx_active_maxabs_v': 0.07852157954327248, 'mean_rx_active_maxabs_v': 0.045327924852691465, 'max_rx_rise50_delta_ps': 29.338905261104387, 'mean_rx_rise50_delta_ps': -12.156624750272607, 'max_rx_fall50_delta_ps': 15.859970595226258, 'mean_rx_fall50_delta_ps': -7.185112540372056, 'max_tx_active_rmse_v': 0.029438445675346033, 'mean_tx_active_rmse_v': 0.028808064438180986, 'pass_count': 2, 'all_pass': False}
trim_m15ps {'trim_ps': -15.0, 'delay_ns': 12.4249775476, 'cases': 3, 'max_rx_active_rmse_v': 0.008781453266260224, 'mean_rx_active_rmse_v': 0.007070197976563463, 'max_rx_active_maxabs_v': 0.06595924154525616, 'mean_rx_active_maxabs_v': 0.03848737354832766, 'max_rx_rise50_delta_ps': 24.41369697669593, 'mean_rx_rise50_delta_ps': -7.171438926186251, 'max_rx_fall50_delta_ps': 10.838573784806016, 'mean_rx_fall50_delta_ps': -2.3099008262666607, 'max_tx_active_rmse_v': 0.029438445675346033, 'mean_tx_active_rmse_v': 0.028808064438180986, 'pass_count': 3, 'all_pass': True}
trim_m10ps {'trim_ps': -10.0, 'delay_ns': 12.4299775476, 'cases': 3, 'max_rx_active_rmse_v': 0.0076963457399364795, 'mean_rx_active_rmse_v': 0.0066608014073266586, 'max_rx_active_maxabs_v': 0.052637471978495234, 'mean_rx_active_maxabs_v': 0.03391590627534114, 'max_rx_rise50_delta_ps': 20.25416510581657, 'mean_rx_rise50_delta_ps': -2.156624750272229, 'max_rx_fall50_delta_ps': 12.602513633481749, 'mean_rx_fall50_delta_ps': 2.814887459624771, 'max_tx_active_rmse_v': 0.029438445675346033, 'mean_tx_active_rmse_v': 0.028808064438180986, 'pass_count': 3, 'all_pass': True}
trim_m5ps {'trim_ps': -5.0, 'delay_ns': 12.434977547599999, 'cases': 3, 'max_rx_active_rmse_v': 0.007013817874743658, 'mean_rx_active_rmse_v': 0.006604494777930491, 'max_rx_active_maxabs_v': 0.03972978451267016, 'mean_rx_active_maxabs_v': 0.03165654370826016, 'max_rx_rise50_delta_ps': 25.25851373679977, 'mean_rx_rise50_delta_ps': 2.828561073810576, 'max_rx_fall50_delta_ps': 17.60402790867488, 'mean_rx_fall50_delta_ps': 7.690099173742008, 'max_tx_active_rmse_v': 0.029438445675346033, 'mean_tx_active_rmse_v': 0.028808064438180986, 'pass_count': 2, 'all_pass': False}
trim_p0ps {'trim_ps': 0.0, 'delay_ns': 12.4399775476, 'cases': 3, 'max_rx_active_rmse_v': 0.007787262280285927, 'mean_rx_active_rmse_v': 0.00691930963447564, 'max_rx_active_maxabs_v': 0.04070712118243236, 'mean_rx_active_maxabs_v': 0.03351557045816573, 'max_rx_rise50_delta_ps': 30.254165105816355, 'mean_rx_rise50_delta_ps': 7.843375249727558, 'max_rx_fall50_delta_ps': 22.602513633483312, 'mean_rx_fall50_delta_ps': 12.81488745962515, 'max_tx_active_rmse_v': 0.029438445675346033, 'mean_tx_active_rmse_v': 0.028808064438180986, 'pass_count': 2, 'all_pass': False}
trim_p5ps {'trim_ps': 5.0, 'delay_ns': 12.4449775476, 'cases': 3, 'max_rx_active_rmse_v': 0.008854565254387721, 'mean_rx_active_rmse_v': 0.007575379954675029, 'max_rx_active_maxabs_v': 0.052065913585594426, 'mean_rx_active_maxabs_v': 0.039443445019237, 'max_rx_rise50_delta_ps': 35.25851373679956, 'mean_rx_rise50_delta_ps': 12.828561073810954, 'max_rx_fall50_delta_ps': 27.604027908676443, 'mean_rx_fall50_delta_ps': 17.690099173741203, 'max_tx_active_rmse_v': 0.029438445675346033, 'mean_tx_active_rmse_v': 0.028808064438180986, 'pass_count': 2, 'all_pass': False}
trim_p10ps {'trim_ps': 10.0, 'delay_ns': 12.4499775476, 'cases': 3, 'max_rx_active_rmse_v': 0.009987781258287346, 'mean_rx_active_rmse_v': 0.008536994966729305, 'max_rx_active_maxabs_v': 0.06587884797384913, 'mean_rx_active_maxabs_v': 0.04919925977677005, 'max_rx_rise50_delta_ps': 40.25416510581614, 'mean_rx_rise50_delta_ps': 17.843375249727938, 'max_rx_fall50_delta_ps': 32.60251363348132, 'mean_rx_fall50_delta_ps': 22.814887459624345, 'max_tx_active_rmse_v': 0.029438445675346033, 'mean_tx_active_rmse_v': 0.028808064438180986, 'pass_count': 2, 'all_pass': False}
trim_p15ps {'trim_ps': 15.0, 'delay_ns': 12.4549775476, 'cases': 3, 'max_rx_active_rmse_v': 0.01117527791608553, 'mean_rx_active_rmse_v': 0.009650171430806147, 'max_rx_active_maxabs_v': 0.0776856202429641, 'mean_rx_active_maxabs_v': 0.05902040840361816, 'max_rx_rise50_delta_ps': 45.258513736799344, 'mean_rx_rise50_delta_ps': 22.828561073810743, 'max_rx_fall50_delta_ps': 37.60402790867445, 'mean_rx_fall50_delta_ps': 27.690099173740396, 'max_tx_active_rmse_v': 0.029438445675346033, 'mean_tx_active_rmse_v': 0.028808064438180986, 'pass_count': 1, 'all_pass': False}
