time_ns,input_v,pad_v
7.887351000000001,3.3,1.48481
7.896724999999999,3.3,1.486499
7.926720999999999,3.3,1.49173
7.948759,3.3,1.495413
7.971613,3.3,1.499099
7.994669,3.3,1.502684
8.024009999999999,3.3,1.507057
8.045817999999999,3.3,1.510172
8.073866,3.3,1.514017
8.104885,3.3,1.518067
8.148521,3.3,1.523429
8.202775,3.3,1.529594
8.279233000000001,3.3,1.537436
8.387671,3.3,1.547085
8.542827,3.3,1.558411
8.727839000000001,3.3,1.568906
8.947033,3.3,1.578176
9.207729,3.3,1.586005
9.493251,3.3,1.591828
9.809507,3.3,1.596057
10.16231,3.3,1.599019
10.56518,3.3,1.601025
11.03295,3.3,1.602301
11.58812,3.3,1.603048
12.264299999999999,3.3,1.603431
13.11896,3.3,1.603598
14.23633,3.3,1.603652
14.999999999999998,3.3,1.603658
15.000499999999999,1.650000000002931,1.56974
15.00053,1.551000000000762,1.567049
15.000580000000001,1.3859999999951933,1.563149
15.00072,0.9240000000007034,1.550747
15.001,0.0,1.527289
15.001009999999999,0.0,1.527365
15.001019999999999,0.0,1.527434
15.00105,0.0,1.527647
15.00116,0.0,1.52828
15.001400000000002,0.0,1.529585
15.001680000000002,0.0,1.530859
15.00202,0.0,1.532273
15.00236,0.0,1.533654
15.00288,0.0,1.535757
15.00325,0.0,1.537257
15.003849999999998,0.0,1.53969
15.005270000000001,0.0,1.545514
15.00789,0.0,1.556242
15.012390000000002,0.0,1.574145
15.01746,0.0,1.592755
15.023519999999998,0.0,1.612221
15.02966,0.0,1.628821
15.035630000000001,0.0,1.642161
15.04109,0.0,1.651895
15.04891,0.0,1.661917
15.05842,0.0,1.668282
15.07309,0.0,1.666866
15.08845,0.0,1.652315
15.11223,0.0,1.606337
15.141539999999999,0.0,1.515097
15.15657,0.0,1.457132
15.1716,0.0,1.391593
15.17794,0.0,1.362715
15.183010000000001,0.0,1.339139
15.19923,0.0,1.261676
15.20551,0.0,1.231102
15.21179,0.0,1.200192
15.21923,0.0,1.163479
15.226679999999998,0.0,1.126582
15.23418,0.0,1.089575
15.24167,0.0,1.052597
15.24822,0.0,1.020512
15.253459999999999,0.0,0.9950231
15.257650000000002,0.0,0.9747732
15.26101,0.0,0.9586739
15.26369,0.0,0.9458654
15.272269999999999,0.0,0.9053541
15.275599999999999,0.0,0.8898926
15.278919999999998,0.0,0.874551
15.282919999999999,0.0,0.8562666
15.28692,0.0,0.8381764
15.29027,0.0,0.8231724
15.300540000000002,0.0,0.7781775
15.311119999999999,0.0,0.7334183
15.32453,0.0,0.6791288
15.3387,0.0,0.6248774
15.35501,0.0,0.5664285
15.37263,0.0,0.5081863
15.377100000000002,0.0,0.4942088
15.389680000000002,0.0,0.4565858
15.405489999999999,0.0,0.4127533
15.418629999999999,0.0,0.3790191
15.4254,0.0,0.3624114
15.447069999999998,0.0,0.3113628
15.465770000000001,0.0,0.2698891
15.4719,0.0,0.2572094
15.49152,0.0,0.2200343
15.51604,0.0,0.1805334
15.54955,0.0,0.1371678
15.575420000000001,0.0,0.1107482
15.60695,0.0,0.08510749
15.63809,0.0,0.0654899
15.676300000000001,0.0,0.04734169
15.71608,0.0,0.03369098
15.76302,0.0,0.02247022
15.814910000000001,0.0,0.01430675
15.876339999999999,0.0,0.008326478
15.944740000000001,0.0,0.004513719
16.01823,0.0,0.002294149
16.07547,0.0,0.00130962
16.12237,0.0,0.000717585
16.166510000000002,0.0,0.0002306981
16.18039,0.0,0.0001050605
16.22417,0.0,-9.808853e-05
16.26073,0.0,1.322018e-05
16.305079999999997,0.0,0.0005640551
16.34195,0.0,0.00138553
16.38159,0.0,0.002680049
16.41476,0.0,0.004154535
16.4494,0.0,0.006180209
16.48538,0.0,0.009673375
16.4972,0.0,0.01192153
16.52194,0.0,0.01882803
16.545669999999998,0.0,0.02684735
16.56533,0.0,0.03356996
16.59077,0.0,0.04148783
16.63643,0.0,0.05178062
16.677419999999998,0.0,0.05613196
16.72007,0.0,0.05651342
16.76075,0.0,0.05424343
16.79869,0.0,0.05067319
16.832330000000002,0.0,0.04671883
16.86544,0.0,0.04234633
16.8997,0.0,0.0376638
16.94099,0.0,0.03223701
16.97629,0.0,0.02796282
17.01944,0.0,0.02325996
17.07594,0.0,0.0179887
17.122670000000003,0.0,0.01436297
17.17332,0.0,0.01113267
17.22061,0.0,0.008691891
17.27236,0.0,0.006572442
17.32398,0.0,0.004940474
17.379849999999998,0.0,0.003606249
17.438200000000002,0.0,0.002584654
17.50148,0.0,0.001794489
17.56932,0.0,0.001210839
17.64364,0.0,0.0007855598
17.72572,0.0,0.000486831
17.81984,0.0,0.000281047
17.929260000000003,0.0,0.0001483101
18.05941,0.0,6.923634e-05
18.2152,0.0,2.938515e-05
18.389,0.0,1.281572e-05
18.586499999999997,0.0,4.059466e-06
18.81791,0.0,1.361523e-06
19.09606,0.0,2.754674e-07
19.44704,0.0,1.122458e-07
19.89056,0.0,5.652215e-09
20.56208,0.0,3.441705e-08
21.56426,0.0,2.990242e-09
22.814259999999997,0.0,2.80596e-08
24.06426,0.0,5.599396e-09
25.0,0.0,2.387449e-08
