case,hspice_return_code,hspice_tr0,hspice_lis,points,stop_ns,tx_min_v,tx_max_v,rx_min_v,rx_max_v,tx_low_v,tx_active_v,tx_threshold_v,rx_low_v,rx_active_v,rx_threshold_v,tx_rise50_ns,rx_rise50_ns,tx_fall50_ns,rx_fall50_ns,rx_minus_tx_rise50_ps,rx_minus_tx_fall50_ps,lis_delay_estimate_s,lis_mentions_passive
audit_amp1p5_edge5_r50,reused,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch7_28_5F3N_t/hspice_native/audit_amp1p5_edge5_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch7_28_5F3N_t/hspice_native/audit_amp1p5_edge5_r50_hspice.lis,373,35.0,-0.04029646,0.8172644,-0.01620488,0.6601206,1.268745e-79,0.76872385,0.384361925,2.765332e-80,0.65796885,0.328984425,1.0033106207955722,8.496925440116279,9.003582731594486,16.51720157967663,7493.614819320706,7513.618848082143,7.38525e-09,True
audit_amp1p5_edge50_r50,reused,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch7_28_5F3N_t/hspice_native/audit_amp1p5_edge50_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch7_28_5F3N_t/hspice_native/audit_amp1p5_edge50_r50_hspice.lis,311,35.0,-0.01781232,0.77475,-0.01629146,0.6601139,1.268745e-79,0.7685812,0.3842906,2.765332e-80,0.6581028,0.3290514,1.0248629125733153,8.535855730451418,9.025737108673482,16.530127267541868,7510.992817878102,7504.390158868387,7.38525e-09,True
audit_amp1p5_edge500_r50,reused,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch7_28_5F3N_t/hspice_native/audit_amp1p5_edge500_r50_hspice.tr0,results/sparam_cisco_delay_parallel_batch_2026-06-08/Ch7_28_5F3N_t/hspice_native/audit_amp1p5_edge500_r50_hspice.lis,224,35.0,-0.0108668,0.7691371,-0.01869038,0.6600749,1.268745e-79,0.7687277,0.38436385,2.765332e-80,0.6580204,0.3290102,1.261812867780864,8.803966522888622,9.262669970826275,16.792601270187564,7542.153655107759,7529.931299361289,7.38525e-09,True
